x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.00125	1	0	1	2.51	0	1	2.5
0.00375	1	0	1	2.51	0	1	2.5
0.00625	1	0	1	2.51	0	1	2.5
0.00875	1	0	1	2.51	0	1	2.5
0.01125	1	0	1	2.51	0	1	2.5
0.01375	1	0	1	2.51	0	1	2.5
0.01625	1	0	1	2.51	0	1	2.5
0.01875	1	0	1	2.51	0	1	2.5
0.02125	1	0	1	2.51	0	1	2.5
0.02375	1	0	1	2.51	0	1	2.5
0.02625	1	0	1	2.51	0	1	2.5
0.02875	1	0	1	2.51	0	1	2.5
0.03125	1	0	1	2.51	0	1	2.5
0.03375	1	0	1	2.51	0	1	2.5
0.03625	1	0	1	2.51	0	1	2.5
0.03875	1	0	1	2.51	0	1	2.5
0.04125	1	0	1	2.51	0	1	2.5
0.04375	1	0	1	2.51	0	1	2.5
0.04625	1	0	1	2.51	0	1	2.5
0.04875	1	0	1	2.51	0	1	2.5
0.05125	1	0	1	2.51	0	1	2.5
0.05375	1	0	1	2.51	0	1	2.5
0.05625	1	0	1	2.51	0	1	2.5
0.05875	1	0	1	2.51	0	1	2.5
0.06125	1	0	1	2.51	0	1	2.5
0.06375	1	0	1	2.51	0	1	2.5
0.06625	1	0	1	2.51	0	1	2.5
0.06875	1	0	1	2.51	0	1	2.5
0.07125	1	0	1	2.51	0	1	2.5
0.07375	1	-1.10267e-16	1	2.51	0	1	2.5
0.07625	1	-7.90148e-17	1	2.51	0	1	2.5
0.07875	1	-2.04908e-16	1	2.51	0	1	2.5
0.08125	1	-7.9014e-17	1	2.51	0	1	2.5
0.08375	1	-2.04907e-16	1	2.51	0	1	2.5
0.08625	1	-7.90128e-17	1	2.51	0	1	2.5
0.08875	1	-2.04907e-16	1	2.51	0	1	2.5
0.09125	1	-7.90116e-17	1	2.51	0	1	2.5
0.09375	1	-2.04906e-16	1	2.51	0	1	2.5
0.09625	1	-7.90104e-17	1	2.51	0	1	2.5
0.09875	1	-2.04905e-16	1	2.51	0	1	2.5
0.10125	1	-7.90091e-17	1	2.51	0	1	2.5
0.10375	1	-2.04905e-16	1	2.51	0	1	2.5
0.10625	1	-7.90077e-17	1	2.51	0	1	2.5
0.10875	1	-1.4977e-16	1	2.51	0	1	2.5
0.11125	1	1.81036e-16	1	2.51	0	1	2.5
0.11375	1	2.36471e-15	1	2.51	0	1	2.5
0.11625	1	5.71665e-15	1	2.51	0	1	2.5
