x	rho	u	p	e	rho_Ex	u_Ex	p_Ex	e_Ex
0.00125	1	0	0.01	0.0251	0	0.01	0.025
0.00375	1	0	0.01	0.0251	0	0.01	0.025
0.00625	1	0	0.01	0.0251	0	0.01	0.025
0.00875	1	0	0.01	0.0251	0	0.01	0.025
0.01125	1	0	0.01	0.0251	0	0.01	0.025
0.01375	1	0	0.01	0.0251	0	0.01	0.025
0.01625	1	0	0.01	0.0251	0	0.01	0.025
0.01875	1	0	0.01	0.0251	0	0.01	0.025
0.02125	1	0	0.01	0.0251	0	0.01	0.025
0.02375	1	0	0.01	0.0251	0	0.01	0.025
0.02625	1	0	0.01	0.0251	0	0.01	0.025
0.02875	1	0	0.01	0.0251	0	0.01	0.025
0.03125	1	0	0.01	0.0251	0	0.01	0.025
0.03375	1	0	0.01	0.0251	0	0.01	0.025
0.03625	1	0	0.01	0.0251	0	0.01	0.025
0.03875	1	0	0.01	0.0251	0	0.01	0.025
0.04125	1	0	0.01	0.0251	0	0.01	0.025
0.04375	1	0	0.01	0.0251	0	0.01	0.025
0.04625	1	0	0.01	0.0251	0	0.01	0.025
0.04875	1	0	0.01	0.0251	0	0.01	0.025
0.05125	1	0	0.01	0.0251	0	0.01	0.025
0.05375	1	0	0.01	0.0251	0	0.01	0.025
0.05625	1	0	0.01	0.0251	0	0.01	0.025
0.05875	1	0	0.01	0.0251	0	0.01	0.025
0.06125	1	0	0.01	0.0251	0	0.01	0.025
0.06375	1	0	0.01	0.0251	0	0.01	0.025
0.06625	1	0	0.01	0.0251	0	0.01	0.025
0.06875	1	0	0.01	0.0251	0	0.01	0.025
0.07125	1	0	0.01	0.0251	0	0.01	0.025
0.07375	1	0	0.01	0.0251	0	0.01	0.025
0.07625	1	0	0.01	0.0251	0	0.01	0.025
0.07875	1	0	0.01	0.0251	0	0.01	0.025
0.08125	1	0	0.01	0.0251	0	0.01	0.025
0.08375	1	0	0.01	0.0251	0	0.01	0.025
0.08625	1	0	0.01	0.0251	0	0.01	0.025
0.08875	1	0	0.01	0.0251	0	0.01	0.025
0.09125	1	0	0.01	0.0251	0	0.01	0.025
0.09375	1	0	0.01	0.0251	0	0.01	0.025
0.09625	1	0	0.01	0.0251	0	0.01	0.025
0.09875	1	0	0.01	0.0251	0	0.01	0.025
0.10125	1	0	0.01	0.0251	0	0.01	0.025
0.10375	1	0	0.01	0.0251	0	0.01	0.025
0.10625	1	0	0.01	0.0251	0	0.01	0.025
0.10875	1	0	0.01	0.0251	0	0.01	0.025
0.11125	1	0	0.01	0.0251	0	0.01	0.025
0.11375	1	0	0.01	0.0251	0	0.01	0.025
0.11625	1	0	0.01	0.0251	0	0.01	0.025
0.11875	1	0	0.01	0.0251	0	0.01	0.025
0.12125	1	0	0.01	0.0251	0	0.01	0.025
0.12375	1	0	0.01	0.0251	0	0.01	0.025
0.12625	1	0	0.01	0.0251	0	0.01	0.025
0.12875	1	0	0.01	0.0251	0	0.01	0.025
0.13125	1	0	0.01	0.0251	0	0.01	0.025
0.13375	1	0	0.01	0.0251	0	0.01	0.025
0.13625	1	0	0.01	0.0251	0	0.01	0.025
0.13875	1	0	0.01	0.0251	0	0.01	0.025
0.14125	1	0	0.01	0.0251	0	0.01	0.025
0.14375	1	0	0.01	0.0251	0	0.01	0.025
0.14625	1	0	0.01	0.0251	0	0.01	0.025
0.14875	1	2.39016e-20	0.01	0.0251	0	0.01	0.025
0.15125	1	-4.78031e-20	0.01	0.0251	0	0.01	0.025
0.15375	1	-2.1896e-19	0.01	0.0251	0	0.01	0.025
0.15625	1	1.15666e-19	0.01	0.0251	0	0.01	0.025
0.15875	1	2.18191e-18	0.01	0.0251	0	0.01	0.025
0.16125	1	-1.60075e-18	0.01	0.0251	0	0.01	0.025
0.16375	1	-2.35947e-17	0.01	0.0251	0	0.01	0.025
0.16625	1	3.4717e-17	0.01	0.0251	0	0.01	0.025
0.16875	1	2.35522e-16	0.01	0.0251	0	0.01	0.025
0.17125	1	-5.88905e-16	0.01	0.0251	0	0.01	0.025
0.17375	1	-3.01605e-15	0.01	0.0251	0	0.01	0.025
0.17625	1	1.15183e-14	0.01	0.0251	0	0.01	0.025
0.17875	1	5.24563e-14	0.01	0.0251	0	0.01	0.025
0.18125	1	-1.9636e-13	0.01	0.0251	0	0.01	0.025
0.18375	1	-7.43022e-13	0.01	0.0251	0	0.01	0.025
0.18625	1	2.05332e-12	0.01	0.0251	0	0.01	0.025
0.18875	1	1.28858e-11	0.01	0.0251	0	0.01	0.025
0.19125	1	-3.77081e-11	0.01	0.0251	0	0.01	0.025
0.19375	1	-3.22298e-10	0.01	0.0251	0	0.01	0.025
0.19625	1	-1.07653e-09	0.01	0.0251	0	0.01	0.025
0.19875	1	7.68444e-09	0.00999999	0.0251	0	0.01	0.025
0.20125	1	3.81058e-08	0.00999995	0.02499991	0	0.01	0.025
0.20375	1	-1.29666e-07	0.0100001	0.02500031	0	0.01	0.025
0.20625	1	-9.49962e-07	0.0100012	0.02500291	0	0.01	0.025
0.20875	0.999999	-2.07697e-06	0.010004	0.025011	0	0.01	0.025
0.21125	0.999996	2.22933e-05	0.00997276	0.0249321	0	0.01	0.025
0.21375	0.999999	9.72527e-05	0.00984098	0.02460251	0	0.01	0.025
0.21625	1.00012	-0.000376248	0.0104134	0.02603041	0	0.01	0.025
0.21875	1.00024	-0.00236417	0.0138431	0.03459941	0	0.01	0.025
0.22125	0.998639	-0.00381557	0.0222176	0.05561961	0	0.01	0.025
0.22375	0.990723	0.051359	-0.0737096	-0.1859991	0	0.01	0.025
0.22625	0.998046	0.196239	-0.503734	-1.26181	0	0.01	0.025
0.22875	1.19732	-0.277067	-0.135471	-0.2828631	0	0.01	0.025
0.23125	2.48377	-3.47843	12.7166	12.79971	0	0.01	0.025
0.23375	4.31804	-5.24862	29.8833	17.30141	0	0.01	0.025
0.23625	5.39539	-5.88706	40.1988	18.62651	0	0.01	0.025
0.23875	5.78066	-6.09463	44.1332	19.08661	0	0.01	0.025
0.24125	5.89493	-6.16173	45.4289	19.26615.99242	-6.19633	46.095	19.2306
0.24375	5.92302	-6.18202	45.8298	19.34395.99242	-6.19633	46.095	19.2306
0.24625	5.9277	-6.18862	45.9601	19.38365.99242	-6.19633	46.095	19.2306
0.24875	5.92769	-6.19172	46.0207	19.40925.99242	-6.19633	46.095	19.2306
0.25125	5.92563	-6.19415	46.0684	19.43615.99242	-6.19633	46.095	19.2306
0.25375	5.91909	-6.19573	46.0996	19.47075.99242	-6.19633	46.095	19.2306
0.25625	5.9023	-6.19626	46.11	19.53055.99242	-6.19633	46.095	19.2306
0.25875	5.87067	-6.19618	46.1083	19.6355.99242	-6.19633	46.095	19.2306
0.26125	5.82435	-6.19598	46.1041	19.78935.99242	-6.19633	46.095	19.2306
0.26375	5.7697	-6.19587	46.1017	19.97585.99242	-6.19633	46.095	19.2306
0.26625	5.71857	-6.19585	46.101	20.15415.99242	-6.19633	46.095	19.2306
0.26875	5.67841	-6.19584	46.1007	20.29655.99242	-6.19633	46.095	19.2306
0.27125	5.65063	-6.19584	46.1002	20.3965.99242	-6.19633	46.095	19.2306
0.27375	5.63427	-6.19584	46.0994	20.45495.99242	-6.19633	46.095	19.2306
0.27625	5.6268	-6.19585	46.0986	20.48175.99242	-6.19633	46.095	19.2306
0.27875	5.6247	-6.19585	46.0982	20.48925.99242	-6.19633	46.095	19.2306
0.28125	5.62448	-6.19585	46.098	20.48995.99242	-6.19633	46.095	19.2306
0.28375	0.570368	-6.19585	46.098	202.0530.575113	-6.19633	46.095	200.374
0.28625	0.570371	-6.19586	46.0979	202.0520.575113	-6.19633	46.095	200.374
0.28875	0.570396	-6.19587	46.0978	202.0430.575113	-6.19633	46.095	200.374
0.29125	0.570495	-6.19589	46.0977	202.0080.575113	-6.19633	46.095	200.374
0.29375	0.57079	-6.1959	46.0976	201.9030.575113	-6.19633	46.095	200.374
0.29625	0.57131	-6.19592	46.0975	201.7180.575113	-6.19633	46.095	200.374
0.29875	0.571933	-6.19594	46.0974	201.4980.575113	-6.19633	46.095	200.374
0.30125	0.572521	-6.19596	46.0973	201.2910.575113	-6.19633	46.095	200.374
0.30375	0.573017	-6.19598	46.0971	201.1160.575113	-6.19633	46.095	200.374
0.30625	0.573426	-6.19601	46.097	200.9720.575113	-6.19633	46.095	200.374
0.30875	0.573759	-6.19603	46.0969	200.8550.575113	-6.19633	46.095	200.374
0.31125	0.574026	-6.19605	46.0967	200.7610.575113	-6.19633	46.095	200.374
0.31375	0.574239	-6.19608	46.0966	200.6860.575113	-6.19633	46.095	200.374
0.31625	0.574407	-6.1961	46.0964	200.6260.575113	-6.19633	46.095	200.374
0.31875	0.574539	-6.19613	46.0962	200.5790.575113	-6.19633	46.095	200.374
0.32125	0.574641	-6.19616	46.0961	200.5430.575113	-6.19633	46.095	200.374
